*,2004 Bows
=,MFG,MDL,IBO,A2A,BH,DL,DW,PLO,CAM,STR,CBL,CTL
-,Alpine
MightyMite34 AW,275,34.0,7.0,23-27,20-60,65/70,Twin,0,0,0
MightyMite34 AS,295,34.0,7.0,21-25,20-60,65,Twin,0,0,0
MightyMite34 AWS,290,34.0,7.0,21-27,20-60,65/80,Single,0,0,0
Tom ThumbII W,180,30.0,5.75,10-40,16-25,65/70,Twin,0,0,0
Tom ThumbII BS,200,30.0,5.75,10-40,21-25,65/70,Twin,0,0,0
-,Wheeler
Elite Baronyx,294-300,41.0,7.75,27-34,40-70,65,Twin,0,0,0
Elite T-Rex,308-314,38.0,7.25,26-32,40-70,65,Twin,0,0,0
Elite Baronyx SD, 304-312,36.0,7.375,26-32,40-70,65,Twin,0,0,0
Elite Arcodus,312-316,32.5,7.0,24-30,40-70,65,Twin,0,0,0
CLR Vulcanodon,292-298,36.0,8.0,26-32,40-70,65,Twin,0,0,0
CLR Predator,290-300,32.5,7.5,24-30,40-70,65,Twin,0,0,0
-,EOF
